cMVAv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.53064+-0.677614*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.4476+-0.557816*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.729676+0.347277*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.41168+-0.416278*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.61659+-2.73772*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "4.05535+-3.19329*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-2.3702+3.38689*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.826833+0.157241*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.95782"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.36389"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "0.362287+-1.13109*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.873082+-0.39481*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.00724+-0.127754*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.04834+-0.00331685*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.02391+-0.15756*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.02565+-0.287493*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.00474+-0.174677*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.736237+0.576912*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.890726+0.263673*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.41226+-0.615507*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.36637+-0.54931*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.701867+0.288438*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.33203+-0.417079*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.33763+-2.52867*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "3.74428+-2.9509*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-2.14021+3.0752*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.795773+0.109258*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.891325"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.18495"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "1.01527+-0.183197*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.952865+-0.27315*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.05585+-0.0681382*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.08387+0.0166626*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.05555+-0.162039*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.05747+-0.3043*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.03923+-0.205893*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.765864+0.55929*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.910912+0.265194*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.44655+-0.637771*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.39183+-0.558837*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.678312+0.340711*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.6528+-0.750291*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.043+-2.21398*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "3.47132+-2.6587*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-2.91561+3.88193*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.282342+0.651351*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.938984"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.09931"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "1.04103+-0.0597079*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.925865+-0.225711*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.04497+0.0113793*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.07347+0.0976449*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.04327+-0.092935*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.04524+-0.239786*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.02684+-0.140503*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.731541+0.68609*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.93542+0.272709*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.48127+-0.647475*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.41186+-0.547333*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.749392+0.287845*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.08403+-0.0868041*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.87165+-3.02177*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "4.2848+-3.45074*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-1.57308+2.54811*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "1.33074+-0.38533*x"
3, iterativefit, down_hfstats1, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.947814"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.12924"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "1.06335+-0.067391*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.937609+-0.248635*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.04151+-0.0418021*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.06973+0.0436139*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.04272+-0.126857*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.04457+-0.26497*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.0245+-0.15669*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.730345+0.666711*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.927165+0.267644*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.46491+-0.638873*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.39417+-0.536824*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.734066+0.29538*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.07428+-0.0855171*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.81787+-2.97411*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "4.23275+-3.40488*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-1.57719+2.54487*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "1.31271+-0.374508*x"
3, iterativefit, up_hfstats2, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.941075"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.15489"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "0.992152+-0.176273*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.941013+-0.249986*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.05948+-0.014164*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.08778+0.0714969*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.05621+-0.127754*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.05824+-0.278948*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.04171+-0.189785*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.767354+0.578189*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.919188+0.270333*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.46307+-0.646521*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.40982+-0.569711*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.693485+0.333386*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.66723+-0.756791*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "3.09172+-2.25657*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "3.51837+-2.69957*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "-2.92186+3.89565*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.292658+0.648337*x"
3, iterativefit, down_hfstats2, 0, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.945827"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.18149"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "0.0120693+-1.29282*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.7877+-0.174792*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "0.847721+-0.0553114*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "0.881482+0.0468853*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "0.8717+-0.0148522*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "0.872713+-0.0902103*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "0.877439+-0.115706*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.883298+-0.132108*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.889294+-0.144264*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "0.906571+-0.173389*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "0.880332+-0.135537*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.90312+-0.164266*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.21086+-0.508802*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "0.501788+0.237746*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "0.52815+0.210374*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "0.36888+0.373477*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "1.07685+-0.341721*x"
3, iterativefit, up_cferr1, 1, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.734006"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, -1.1, -0.90455, "0.593135"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "3.3942+3.09664*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "1.46691+0.318567*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.33883+0.0636016*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.31631+-0.00458096*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.291+-0.164288*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.28674+0.152378*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.27876+0.195444*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "1.26886+0.223148*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "1.25874+0.243681*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.22955+0.292878*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.27387+0.228941*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "1.23538+0.277469*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "0.715568+0.859436*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "1.91329+-0.401585*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "1.86876+-0.35535*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "2.13779+-0.630854*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.94192+0.577215*x"
3, iterativefit, down_cferr1, 1, 0.0, 2.4, 40, 60, 1.0033, 1.1, "1.52104"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, -1.1, -0.90455, "0.997843"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "0.997843+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "0.997843+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "0.997843+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "0.997843+0*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "1.05568+0.364997*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "1.06493+-0.323083*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "1.04539+-0.217675*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "1.00618+-0.107906*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "0.92819+0.050223*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "0.879791+0.131813*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "0.77687+0.280284*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "0.687671+0.392739*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "0.304285+0.821967*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "0.920642+0.173034*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "0.867679+0.228026*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "1.09093+-0.000599993*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "0.32742+0.770702*x"
3, iterativefit, up_cferr2, 1, 0.0, 2.4, 40, 60, 1.0033, 1.1, "1.10067"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, -1.1, -0.90455, "1.00217"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, -0.90455, -0.69375, "1.00217+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, -0.69375, -0.50235, "1.00217+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, -0.50235, -0.33035, "1.00217+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, -0.33035, -0.15845, "1.00217+0*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, -0.15845, 0.01345, "0.944083+-0.366579*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.01345, 0.18535, "0.934788+0.324483*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.18535, 0.35725, "0.95441+0.218618*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.35725, 0.4932, "0.993795+0.108373*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.4932, 0.5932, "1.07212+-0.0504406*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.5932, 0.6932, "1.12073+-0.132384*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.6932, 0.7932, "1.2241+-0.281499*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.7932, 0.8932, "1.31368+-0.394441*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.8932, 0.9498, "1.69873+-0.825529*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.9498, 0.9631, "1.0797+-0.173783*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.9631, 0.9765, "1.1329+-0.229014*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.9765, 0.9899, "0.908675+0.000602593*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 0.9899, 1.0033, "1.6755+-0.774042*x"
3, iterativefit, down_cferr2, 1, 0.0, 2.4, 40, 60, 1.0033, 1.1, "0.898899"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.28477"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.515198+-0.850568*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.04864+-0.0816397*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.935476+-0.306913*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.02665+-0.0309286*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.991902+-0.250209*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.992667+-0.307069*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.903662+0.17313*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.7776+0.525997*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.24782+-0.42741*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.946683+0.0802389*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.06559+-0.0912916*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.10703+-0.143537*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.97083+0.00894683*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "3.03507+-2.16439*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.531558+0.435037*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "2.39292+-1.47112*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "0.0514707+0.894219*x"
3, iterativefit, central, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.948783"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.29191"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.524868+-0.848208*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "0.984373+-0.185858*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.975509+-0.203504*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.00276+-0.121018*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.991408+-0.192645*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.992769+-0.293786*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.899833+0.207621*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.806305+0.46942*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.28949+-0.510271*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.908242+0.132424*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.05925+-0.0854159*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.0926+-0.12746*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.956357+0.0250719*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "2.91142+-2.03332*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.816896+0.14145*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "2.51946+-1.60208*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 0.9899, 1.0033, "-0.166689+1.11147*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 60, 100, 1.0033, 1.1, "0.948296"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, -1.1, -0.90455, "1.26765"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, -0.90455, -0.69375, "0.609588+-0.726966*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, -0.69375, -0.50235, "1.05231+-0.0888065*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, -0.50235, -0.33035, "0.900403+-0.391202*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, -0.33035, -0.15845, "1.0301+0.00138947*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, -0.15845, 0.01345, "0.993345+-0.230545*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.01345, 0.18535, "0.99404+-0.282164*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.18535, 0.35725, "0.920483+0.11469*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.35725, 0.4932, "0.756134+0.574729*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.4932, 0.5932, "1.30062+-0.529257*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.5932, 0.6932, "0.872646+0.19221*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.6932, 0.7932, "1.11411+-0.156129*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.7932, 0.8932, "1.0668+-0.0964776*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.8932, 0.9498, "0.90593+0.0836265*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.9498, 0.9631, "3.24228+-2.37621*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.9631, 0.9765, "0.401166+0.57376*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 60, 100, 0.9765, 0.9899, "2.59924+-1.67721*x"
